"","from","to","weight"
"1499",22,59,1
"1500",22,79,1
"1501",23,27,3
"1502",23,34,2
"1503",23,42,4
"1504",23,46,2
"1505",23,52,2
"1506",23,57,3
"1507",23,69,2
"1508",23,74,2
"1509",23,79,2
"1510",23,80,2
"1511",23,81,2
"1512",23,92,2
"1513",23,111,2
"1514",23,115,3
"1515",23,24,2
"1516",23,25,2
"1517",23,26,2
"1518",23,30,2
"1519",23,33,2
"1520",23,36,1
"1521",23,37,1
"1522",23,38,1
"1523",23,39,1
"1524",23,40,1
"1525",23,41,1
"1526",23,44,2
"1527",23,45,2
"1528",23,48,2
"1529",23,49,2
"1530",23,51,2
"1531",23,53,2
"1532",23,54,1
"1533",23,55,1
"1534",23,56,1
"1535",23,63,2
"1536",23,64,1
"1537",23,65,2
"1538",23,70,2
"1539",23,71,1
"1540",23,72,1
"1541",23,73,1
"1542",23,75,2
"1543",23,77,1
"1544",23,78,1
"1545",23,83,3
"1546",23,84,1
"1547",23,85,1
"1548",23,87,2
"1549",23,88,1
"1550",23,93,2
"1551",23,95,1
"1552",23,96,1
"1553",23,97,1
"1554",23,99,1
"1555",23,102,2
"1556",23,104,1
"1557",23,109,1
"1558",23,110,1
"1559",23,114,2
"1560",23,116,1
"1561",23,58,1
"1562",23,59,1
"1563",23,60,1
"1564",23,67,2
"1565",23,100,1
"1566",23,103,1
"1567",23,28,1
"1568",23,35,1
"1569",23,47,1
"1570",23,82,1
"1571",24,25,1
"1572",24,26,3
"1573",24,27,3
"1574",24,30,3
"1575",24,33,2
"1576",24,34,1
"1577",24,36,2
"1578",24,37,2
"1579",24,38,1
"1580",24,39,1
"1581",24,40,1
"1582",24,41,2
"1583",24,42,3
"1584",24,44,3
"1585",24,45,3
"1586",24,48,3
"1587",24,49,3
"1588",24,51,1
"1589",24,52,1
"1590",24,53,3
"1591",24,54,1
"1592",24,55,1
"1593",24,56,2
"1594",24,57,2
"1595",24,63,1
"1596",24,64,1
"1597",24,65,2
"1598",24,69,2
"1599",24,70,3
"1600",24,71,2
"1601",24,72,2
"1602",24,73,2
"1603",24,74,2
"1604",24,75,2
"1605",24,77,1
"1606",24,78,2
"1607",24,79,1
"1608",24,80,2
"1609",24,81,1
"1610",24,83,3
"1611",24,84,1
"1612",24,85,1
"1613",24,87,3
"1614",24,88,1
"1615",24,92,1
"1616",24,93,3
"1617",24,95,1
"1618",24,96,1
"1619",24,97,2
"1620",24,99,1
"1621",24,102,2
"1622",24,104,1
"1623",24,109,1
"1624",24,110,2
"1625",24,114,2
"1626",24,115,3
"1627",24,116,1
"1628",24,32,1
"1629",24,47,2
"1630",24,60,1
"1631",24,67,2
"1632",24,68,1
"1633",24,82,2
"1634",24,105,1
"1635",24,107,1
"1636",24,111,1
"1637",24,28,1
"1638",24,35,1
"1639",25,26,1
"1640",25,27,1
"1641",25,30,1
"1642",25,33,3
"1643",25,34,2
"1644",25,36,1
"1645",25,37,1
"1646",25,38,1
"1647",25,39,2
"1648",25,40,1
"1649",25,41,1
"1650",25,42,3
"1651",25,44,1
